mcycle 202 nbants 20 alphat 1 beta 10.000000 rho 0.900000 tmax 1.000000
cardinalité ensemble Pareto 8 
 temps CPU 2.812000 
33.738127 30.086910 33.874191 
33.730809 31.007884 33.411384 
35.089798 29.902122 34.062817 
34.653998 30.350230 33.496270 
35.144329 29.146622 32.984928 
34.152559 30.423795 33.536712 
34.808928 30.000818 33.241659 
34.096426 30.902020 33.664539 
