mcycle 202 nbants 20 alphat 1 beta 10.000000 rho 0.900000 tmax 1.000000
cardinalité ensemble Pareto 8 
 temps CPU 121.758000 
41.007993 35.983876 38.134282 
39.910980 36.096035 39.981285 
40.419604 36.075112 40.927505 
39.015045 36.733588 38.270333 
40.083318 36.131742 39.277238 
41.107386 34.901222 41.526246 
41.184345 35.659292 38.735136 
40.941348 35.254126 41.176105 
