mcycle 202 nbants 20 alphat 1 beta 10.000000 rho 0.900000 tmax 1.000000
cardinalité ensemble Pareto 11 
 temps CPU 51.097000 
24.207091 23.474262 27.400538 
23.905397 23.835767 27.106268 
23.669622 25.030177 26.681631 
23.737854 23.034519 27.628248 
24.457437 23.100997 26.317494 
24.342932 23.137300 26.312276 
24.214948 23.466392 27.231769 
23.138248 22.860691 28.332946 
23.461141 24.256320 28.263567 
25.162053 23.544129 25.762090 
25.237155 22.656055 27.216490 
