mcycle 202 nbants 20 alphat 1 beta 10.000000 rho 0.900000 tmax 1.000000
cardinalité ensemble Pareto 8 
 temps CPU 58.031000 
23.111033 23.209697 22.459408 
23.362634 24.703406 22.048182 
23.821552 22.625582 22.249161 
22.671820 23.986887 22.324909 
24.140164 23.875547 22.081493 
23.769000 25.036004 21.423431 
22.292177 22.928074 23.022681 
22.983692 23.479573 22.777455 
