mcycle 202 nbants 20 alphat 1 beta 10.000000 rho 0.900000 tmax 1.000000
cardinalité ensemble Pareto 9 
 temps CPU 4.357000 
11.985302 10.906853 13.618281 
13.001793 10.951933 12.736642 
12.045818 11.191775 13.105636 
12.221563 10.822546 13.257450 
12.437999 11.192684 13.000625 
11.828839 11.686728 13.380893 
12.375869 10.910684 13.049430 
12.375869 10.910684 13.049430 
12.018901 10.511713 13.527045 
